ObjectID,pland,v,tcog,luc,yearbuilt,muni,lotarea,X,Y
528525,1.20642803598201,7.46345577211394,42,10,1998,935,42688,-80.0251154747615,40.6651395380562
528526,1.98537539324887,15.9765326077714,42,10,1995,935,23522,-80.0251533921887,40.6647772826363
528530,1.86811068468184,9.76815099100994,30,10,1996,935,57063,-80.0304944320861,40.6316664367269
528531,2.66405203749761,15.3768892290033,33,10,1995,935,20908,-80.0577073794,40.6555061704
528532,2.82114069992858,17.2635445362718,33,10,1996,935,19602,-80.0566795493,40.6553508713
528535,2.37985919804102,11.2105907560453,34,10,1995,935,26136,-80.0161271555237,40.6349971251261
528536,2.17181379247518,8.90042816798761,34,10,1997,935,54885,-80.0194535277721,40.6253181418197
528538,2.33195449844881,11.5873836608066,42,10,1995,935,19340,-80.0266123653276,40.6678405241249
528539,2.71577199238021,16.5388560543154,33,10,1995,935,20473,-80.0576274107,40.6557862978
528540,2.66405203749761,14.7503348000765,33,10,1995,935,20908,-80.057817387,40.655499208
528541,0.833764300760605,3.27955700753037,30,10,1995,935,79279,-80.0458816914424,40.6385771273707
528543,2.43299648506151,10.3910369068541,42,10,1995,935,18208,-80.0273512136877,40.6654602132037
528546,2.58494031221304,12.7410468319559,34,10,1998,935,43560,-80.0159117347,40.6233829444
528547,2.70186746721999,12.7499889629597,34,10,1996,935,22651,-80.0160955796027,40.6347240605875
528548,9.85081231968546E-02,0.430414542607423,42,10,1995,935,470012,-79.998702197086,40.6422020362131
528552,1.86272230617227,7.00337091712193,34,10,1996,935,68824,-80.0194033985118,40.6255896024138
528553,2.03705500048501,11.898987939341,42,10,1996,935,30927,-80.0201813186173,40.6649438650725
528554,2.7637237541108,13.8818618770554,30,10,1998,935,15812,-80.0601966177538,40.6418522165565
528559,3.26428123038293,14.6713299255672,30,10,1996,935,22302,-80.0427838720193,40.6361857902118
528560,2.67464850615114,13.5160369068541,30,10,1997,935,18208,-80.0454265012,40.6413907182
528561,2.61914984972091,12.0545298411335,30,10,1995,935,18632,-80.045845416809,40.6386990898486
528562,2.25637993891024,11.956843038723,42,10,1995,935,20298,-80.0276538368776,40.6654031514618
528563,2.21388006545385,13.7838097988257,42,10,1996,935,20778,-80.0298215558849,40.6664209233258
528567,2.90626679040688,12.7484980217848,34,10,1996,935,20473,-80.0160188681826,40.6347291690934
528569,0.3435315260032,3.91691687304127,30,10,1997,935,182516,-80.0553147864011,40.6464996872934
528571,2.93523629998654,20.3177595260536,34,10,1995,935,14854,-80.0132126587359,40.6327537216902
528573,1.97262137573336,9.25941671626562,30,10,1997,935,23522,-80.0584286573314,40.6440878602762
528574,2.7176273500031,16.6222001613203,30,10,1996,935,16117,-80.0608206354977,40.6419685085707
528577,1.022207527415,5.97068385959112,34,10,1997,935,36294,-79.9993439023668,40.6206504453199
528578,2.02529182879377,8.63035019455253,30,10,1997,935,51400,-80.0305937131941,40.6325727869365
528579,1.80639107193726,10.3590998207014,30,10,1996,935,59677,-80.0305485190145,40.63221909467
528586,2.90626679040688,14.1014995359742,34,10,1996,935,20473,-80.0121442024316,40.6347564679752
528587,2.36063282926586,15.5512302240854,34,10,1995,935,20037,-80.0126313917477,40.635278488642
528592,4.14819506016466,22.6250791640279,34,10,1997,935,12632,-80.0123634788267,40.6350903183118
528593,2.70186746721999,15.6372787073418,34,10,1997,935,22651,-80.0123634369915,40.6351257113516
528599,1.69571115517061,13.1743712824794,42,10,1997,935,38332,-80.0251585018943,40.6647235695854
528600,1.80976430976431,12.9400061218243,42,10,1996,935,26136,-80.0254877769,40.6650709473
528601,2.27578978889055,20.2126066776464,42,10,1996,935,20037,-80.0255036170371,40.6649044368125
528602,3.051682625007,19.6987513298617,42,10,1996,935,17859,-80.0251222229843,40.6651049322468
528603,2.16454272863568,29.047976011994,42,10,1996,935,21344,-80.0251482824831,40.6648309956872
528604,2.74507888438431,13.578859961901,42,10,1997,935,20473,-80.019691014586,40.6649581906918
528606,2.3802811228805,15.4778686213702,42,10,1996,935,24829,-80.0220175211702,40.6656607582727
528608,1.66054484236302,11.7539026629936,42,10,1997,935,39204,-80.02059897716,40.6650328655154
528609,2.21558195466803,16.088477516216,42,10,1997,935,27442,-80.0213871882004,40.6652024967209
528611,2.45768865553259,15.0533430151371,42,10,1997,935,17903,-80.0294938086754,40.6662897885036
528612,2.42726425949263,12.7554654539477,42,10,1997,935,18251,-80.0306018657305,40.6666860881302
528614,2.07964419552774,10.5176460898571,30,10,1997,935,24283,-80.0511198832966,40.6403476416863
528615,2.87594443090422,16.7560321715818,30,10,1996,935,16412,-80.0508486526542,40.6405024229432
528616,1.93896149222476,9.69480746112382,30,10,1997,935,25787,-80.0499757487523,40.6437961864081
528617,2.18662709497207,9.95111731843575,30,10,1996,935,22912,-80.0498645304739,40.6435651201694
528618,2.79941434846266,15.086383601757,30,10,1996,935,17075,-80.0470834973822,40.6412252500536
528623,3.7924789602642,21.6309790135293,30,10,1998,935,18774,-80.0414708866019,40.6340656114374
528624,3.46285000720426,18.788722923971,30,10,1997,935,20821,-80.0427080436,40.634025129
528626,3.26428123038293,14.1242937853107,30,10,1997,935,22302,-80.0432197243536,40.6356766784398
528627,2.81589264173703,12.3680639324487,30,10,1997,935,26528,-80.0427285746983,40.6357566529844
528629,2.74507888438431,14.6339080740487,42,10,1996,935,20473,-80.0248284871604,40.6730829168206
528631,1.10061655516201,8.15951725042634,34,10,1997,935,76230,-80.0159117347,40.6233829444
528632,2.54535728614095,13.0678018989881,34,10,1996,935,44866,-80.0173724934259,40.6280961819795
528634,2.21388006545385,10.6266243141785,42,10,1997,935,20778,-80.0278606618775,40.6656266415449
528636,3.06288146032813,15.7623607144857,33,10,1996,935,17859,-80.0575119027,40.6557936084
528641,3.45871162991786,17.2935581495893,30,10,1999,935,23130,-80.0427080436,40.634025129
528642,3.03217312597713,15.0991524726405,30,10,1997,935,24306,-80.0427998837178,40.6363327283374
528644,2.24015995852927,12.5300847928315,42,10,1997,935,27007,-80.0217025296716,40.6655769230561
528645,1.64164019636154,8.74819520646838,30,10,1997,935,69260,-80.0308622944667,40.6318346841859
528646,2.7055614318321,11.8966765016979,30,10,1996,935,17963,-80.0453955499257,40.6391405968478
528652,1.86562826920842,8.74549575729397,34,10,1996,935,68824,-80.0167586868537,40.6285343442641
528658,3.59438541256723,20.5758887577069,34,10,1996,935,15246,-80.0127132712121,40.6350272839434
528660,2.20740806145424,10.7942254205112,30,10,1997,935,22651,-80.0466036339795,40.641299061914
528664,2.2898525229425,10.8482129768083,30,10,1998,935,34107,-80.0410061983588,40.6340808170298
528665,4.55857274039092,21.0022300931392,30,10,1996,935,15246,-80.0417177852766,40.6343319009904
528671,2.0886788206167,17.3216295295971,42,10,1996,935,22215,-80.0254985073315,40.6649581498634
528674,3.44977353105417,17.0441149097227,34,10,1998,935,16117,-80.014386140333,40.6352971105647
528682,1.93942829378897,15.0659972467406,34,10,1998,935,24698,-80.009704924284,40.6351326837159
528683,2.60909194485587,14.8797994759029,30,10,1997,935,17554,-80.046952292955,40.6412768745385
528685,2.29000598995531,10.3672303368198,30,10,1997,935,21703,-80.0512639234043,40.6406164799681
528692,4.08921933085502,22.5265766647101,30,10,1997,935,15333,-80.0425531475316,40.6340301975469
528693,1.67584940312213,10.0780532598714,34,10,1998,935,43560,-80.0171047643631,40.6276793555759
528695,2.37625357444923,13.0895324016271,42,10,1998,935,24829,-80.0199233001558,40.6651816302167
528697,2.40976933514247,13.8561736770692,42,10,1997,935,18425,-80.027287080742,40.6657547620954
528701,2.33680858712958,17.8265112218171,34,10,1998,935,19471,-80.0100651965222,40.6347702178092
528702,2.84956925115971,16.3503825531659,30,10,1997,935,16599,-80.0502292966612,40.6406541008912
528703,2.66877263691076,14.9097246807004,30,10,1997,935,36721,-80.0305168609337,40.6313072071033
528704,1.32639902504003,7.65230206753865,30,10,1997,935,70567,-80.0405870287612,40.634380182249
528705,4.06214039125432,17.5489067894131,30,10,1997,935,17380,-80.0441633157013,40.6356880642014
528711,2.1093957945169,11.1458610593559,34,10,1998,935,30056,-80.0150803653699,40.6352971105647
528713,3.76619941814335,20.7617032531076,30,10,1997,935,18905,-80.0443483336126,40.6356902967036
528721,3.67314728459717,26.3577014133008,33,10,1997,935,13939,-80.0581584106,40.6554776245
528722,2.77335505609657,14.7554337764283,30,10,1998,935,27007,-80.0411610944399,40.634075748499
528727,3.11814692982456,14.9122807017544,30,10,1997,935,14592,-80.0480724724654,40.6410775986005
528730,2.41672927623341,13.8659320477502,34,10,1997,935,47916,-80.0172807587936,40.6278278816905
528737,3.596771949353,20.5927368860442,33,10,1997,935,14374,-80.0581884496,40.6557507895
528738,2.30758574284074,13.9306141027925,34,10,1999,935,50529,-80.0172687172396,40.6283219944585
528739,2.54612238083312,15.5856081475916,42,10,1999,935,23958,-80.0184199117413,40.6655269521239
528747,2.59182736455464,16.4233241505969,34,10,1998,935,43560,-80.0171853492956,40.6284817711548
528748,2.9495433448121,15.1270150222089,34,10,1998,935,20037,-80.0147332528514,40.6352971105647
528750,3.04184493373683,15.0787853490556,34,10,1998,935,19166,-80.0159814479777,40.6347316610475
528752,2.95025555386873,16.7349830474166,34,10,1997,935,19761,-79.9974594032,40.6291664879
528754,3.34989637030345,16.7401817505447,30,10,1998,935,18817,-80.0416257826829,40.6340605429066
528755,2.13404776202134,11.196822024112,42,10,1997,935,21649,-80.0276278726224,40.6656905033771
528760,0.639068820887003,4.34194525103616,42,10,1999,935,80586,-80.0159277145912,40.6523554718365
528765,4.24117931367811,21.8100531657806,30,10,1997,935,16552,-80.0428662355867,40.6360463823518
528768,2.22151585787949,10.3482376209649,34,10,1998,935,28314,-80.0158221808537,40.6350174345519
528774,1.65503986332574,9.01551822323462,30,10,1998,935,28096,-80.050270383438,40.643609271612
528776,3.05221949439321,15.7056598765842,30,10,1998,935,15071,-80.0454265012,40.6413907182
528777,2.82502676341144,14.2143451885334,30,10,1998,935,16814,-80.0454265012,40.6413907182
528783,3.59341207785726,22.1843287306605,30,10,1998,935,12022,-80.0457720342691,40.6415032482168
528785,2.892841755401,15.8244599002893,30,10,1998,935,16247,-80.0494016942399,40.6431035912236
528787,2.79941434846266,15.9414348462665,30,10,1998,935,17075,-80.0454265012,40.6413907182
528790,2.25942561589765,11.8778639807631,30,10,1998,935,22041,-80.0454265012,40.6413907182
528791,2.94266869609335,15.2841197361745,30,10,1998,935,15768,-80.0464594330395,40.6415714946824
528792,3.34211516748212,20.8129469326308,30,10,1998,935,13285,-80.0454265012,40.6413907182
528794,2.95535261288686,14.7450532724505,30,10,1998,935,15768,-80.0467411317577,40.6415748445574
528795,2.67655949436658,13.0970046716131,30,10,1998,935,18195,-80.0501706821025,40.6423162989312
528797,2.72599267811884,15.5899746550268,30,10,1998,935,17755,-80.0502624952946,40.6409432128792
528798,1.03532312146246,3.48594595511527,34,10,1998,935,176853,-80.0194398138364,40.6255934761312
528802,1.612651806085,8.26306913996627,30,10,1998,935,70567,-80.0355367298997,40.638176540148
528804,2.23777470690501,12.5885971559756,30,10,1999,935,44866,-80.033952504299,40.6377291541626
528806,2.38683522441049,13.5006117014897,30,10,1998,935,41687,-80.0334687779774,40.6375146344352
528807,1.98645341226023,10.7310224448365,30,10,1998,935,52707,-80.0340203494513,40.6377621515349
528809,3.87174173846657,19.9967281055731,30,10,1998,935,18338,-80.0407119665688,40.6343648135281
528810,4.60568270389003,20.9027138099624,30,10,1999,935,14113,-80.0422433553696,40.6340403346085
528811,3.60972662739767,19.3827719881186,30,10,1998,935,19863,-80.0437840289831,40.6356834875717
528812,3.86247415950386,19.1818082907192,30,10,1998,935,18382,-80.04397829779,40.6356858316991
528814,2.35117162761241,14.1070297656745,42,10,1998,935,25264,-80.0177638518505,40.6660771879744
528816,2.23606928833368,15.9506275901136,34,10,1999,935,67082,-80.0166754684956,40.6287375565631
528819,8.41702534672406,37.7650247090706,42,60,1996,935,6273,-80.0242978009679,40.670851337261
